Index,Requirement,Ground Truth,Response
8753,always moving can infer that at some time spend_time_at tree,G moving -> F spend_time_at_tree,G(moving -> F spend_time_at_tree)
8756,Go to house 2 and pick up trash can 2,F(house_2 & p_trash_can_2),F(house_2 & F(p_trash_can_2))
8758,"It is required that at some time point in the future ( prop_2 ) should be detected , and ( prop_1 ) , and ( prop_3 ) .",prop_1 & prop_3 & F prop_2,F(prop_2 & prop_1 & prop_3)
8759,"If at some point ( prop_1 ) happens and continues to happen until ( prop_3 ) , and also ( prop_4 ) , or else ( prop_2 ) .",prop_2 | (prop_4 & (prop_1 U prop_3)),F((prop_1 U prop_3) & prop_4) | prop_2
8760,Always ensure that ( prop_2 ) is true if and only if both ( prop_3 ) and ( prop_1 ) are true.,(prop_1 & prop_3) <-> G prop_2,G(prop_2 <-> (prop_3 & prop_1))
8762,at any time ( prop_1 ) means that at some time ( prop_2 ),F prop_1 -> F prop_2,G(prop_1 -> F prop_2)
8764,when possible go_to transh can and when possible clutch orange,F go_to_transh_can & F clutch_orange,G(F go_to_transh_can & F clutch_orange)
8765,"eventually, a train is crossing or the elevator rises and, at some point in time both the car starts and the semaphore is broken afterwards",G!(elevator_rises | train_is_crossing) | F((elevator_rises | train_is_crossing) & F(car_starts & semaphore_is_broken)),F((train_is_crossing | elevator_rises) & F(car_starts & F(semaphore_is_broken)))
8766,do not ( prop_1 ) and at some time ( prop_2 ),!(prop_1 & F prop_2),G(!prop_1 ) & F(prop_2 )
8767,at any time ( prop_1 ) or forever ( prop_2 ),F(prop_1 | G prop_2),F(prop_1 ) | G(prop_2 )
8772,"If at a certain moment in the future before the end of the simulation ( prop_1 ) , then the following condition is true : ( prop_2 ) and this scenario will have to sustain uninterruptedly till the transition action that ( prop_3 ) is detected eventually at sometime in the future before the execution ends .",G(F prop_1 -> (prop_2 U prop_3)),G(prop_1 -> (prop_2 U prop_3))
8773,"Globally , everytime when ( prop_3 ) , and ( prop_4 ) then all of the following conditions hold : ( prop_1 ) or without any delay ( prop_2 ) .",G((prop_3 & prop_4) -> (prop_1 | prop_2)),G((prop_3 & prop_4) -> (prop_1 | X prop_2))
8778,whenever ( prop_1 ) can infer that at some time ( prop_2 ),F prop_1 -> F prop_2,G(prop_1 -> F prop_2)
8779,whenever ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),G(prop_1 U G(!prop_2))
8781,Ensure you stay in locality 2 while transferring document 5 from office 4 to office 9,G locality_2 & F(office_4 & F(p_document_5 & F(office_9 & pd))),G(p_document_5 & office_4 U (p_document_5 & office_9)) & G(locality_2 )
8782,Visit statue_7 and capture an image,F(photo & statue_7),F(statue_7 & F photo)
8783,"If (prop_1) then (prop_2) if and only if, (prop_3) if and only if (prop_4) .",(prop_1 -> prop_2) <-> (prop_3 <-> prop_4),G(prop_1 -> ((prop_2 <-> prop_3) <-> prop_4))
8784,"If (prop_3), then (prop_2), or else make sure (prop_1) happens .",(prop_3 -> prop_2) | F prop_1,G((prop_3 -> prop_2) | F prop_1)
8786,"During the interval that ( prop_2 ) , or ( prop_4 ) then all of the following conditions hold : in no time ( prop_3 ) , and ( prop_1 ) .",G((prop_2 | prop_4) -> (prop_1 & prop_3)),G((prop_2 | prop_4) -> (!prop_3 & prop_1))
8787,"Either keep (prop_2) at the end, or if (prop_3), then make sure (prop_1) .",(prop_3 -> prop_1) | F prop_2,FG(prop_2) | G(prop_3 -> F(prop_1))
8789,at some time ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | GF prop_2),F prop_1 | G prop_2
8790,"Refrain from entering landmark 5 until you reach park 5, and then ensure you take a picture of landmark 5 at some point",(!landmark_5 U park_5) & F(landmark_5 & photo),(!landmark_5 U park_5) & G(park_5 -> F(photo))
8792,Always eventually return to charging station 9 while regularly taking crate 4 from warehouse 5 to mall 4,GF charging_station_9 & GF(warehouse_5 & F(p_crate_4 & F(mall_4 & pd))),G(F charging_station_9) & G(F(p_crate_4 & warehouse_5 & F(p_crate_4 & mall_4)))
8794,"Whenever the scenario that ( prop_3 ) takes place then the following condition holds : in no time ( prop_1 ) , and promptly ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> (!prop_1 & X prop_2))
8795,"As soon as the event that ( prop_1 ) gets detected , then without any delay ( prop_2 ) .",G(prop_1 -> prop_2),G(prop_1 -> X prop_2)
8796,"Eventually do prop_1, and also either do prop_3 or prop_2.",(prop_2 | prop_3) & F prop_1,F(prop_1 & (prop_3 | prop_2))
8797,"If (prop_3) is equivalent to (prop_1), then make sure that (prop_2) is always true .",(prop_1 <-> prop_3) -> G prop_2,G((prop_3 <-> prop_1) -> G(prop_2 ))
8798,The scenario in which (prop_1) happens until (prop_3) happens is equivalent to the scenario where (prop_2) does not happen.,!prop_2 <-> (prop_1 U prop_3),(prop_1 U prop_3) <-> G(!prop_2)
8802,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2))
8805,reach trash can can infer that whenever go_visit house,reach_trash_can -> F go_visit_house,G(reach_trash_can -> G(go_visit_house))
8808,"Either make sure that (prop_2) and (prop_1) happen or not happen at the same time, or else make sure that (prop_3) happens in the end .",(prop_1 <-> prop_2) | F prop_3,G((prop_1 <-> prop_2) | F prop_3)
8809,"(prop_2) doesn't happen, or if (prop_3) is always true, then (prop_1) .",!prop_2 | (G prop_3 -> prop_1),G(!prop_2 ) | (G(prop_3 ) -> prop_1 )
8811,If ( prop_2 ) then ( prop_1 ) and also ( prop_3 ) and ( prop_4 ) .,prop_3 & prop_4 & (prop_2 -> prop_1),G(prop_2 -> (prop_1 & prop_3 & prop_4))
8812,Make sure that at some point (prop_3) or that (prop_1) or (prop_2) .,prop_1 | prop_2 | F prop_3,F(prop_3 | prop_1 | prop_2)
8813,"first, it will happen that a train has arrived, and then, in the future the train has arrived and an elevator falls",G!train_has_arrived | F(train_has_arrived & F(elevator_falls & train_has_arrived)),!train_has_arrived | F(train_has_arrived & F(train_has_arrived & elevator_falls))
8815,The scenario in which if ( prop_2 ) or ( prop_4 ) then ( prop_3 ) is equivalent to the scenario in which ( prop_1 ) .,prop_1 <-> ((prop_2 | prop_4) -> prop_3),G(((prop_2 | prop_4) -> prop_3) <-> prop_1)
8818,"Globally , when ( prop_3 ) or ( prop_1 ) then in response there will be sometime in the future before the execution ends , at which ( prop_2 ) .",G((prop_1 | prop_3) -> FG prop_2),G((prop_3 | prop_1) -> F(prop_2))
8819,"first, in the future either the elevator is blocked or a house is open, and then, in the future a table is brown or a motorbike has started",G!(elevator_is_blocked | house_is_open) | F((elevator_is_blocked | house_is_open) & F(motorbike_has_started | table_is_brown)),!((elevator_is_blocked | house_is_open)) | F((elevator_is_blocked | house_is_open) & F(table_is_brown | motorbike_has_started))
8820,"If ( prop_4 ) and ( prop_2 ) are true, then either the scenario ( prop_3 ) will take place or ( prop_1 ).",G((prop_2 & prop_4) -> (prop_1 | prop_3)),G((prop_4 & prop_2) -> F(prop_3 | prop_1))
8822,at any time ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | GF prop_2),G(prop_1 | prop_2)
8823,"While ( prop_1 ) and ( prop_2 ) , then the following condition is true : promptly ( prop_3 ) , and ( prop_4 ) .",G((prop_1 & prop_2) -> (prop_3 & prop_4)),G((prop_1 & prop_2) -> (X(prop_3 & prop_4)))
8824,"if at any time venture flag , whenever visit trash bin",F venture_flag -> F visit_trash_bin,G(venture_flag -> G(visit_trash_bin))
8826,"If (prop_3) is equivalent to (prop_2), then you should not do (prop_1) .",(prop_2 <-> prop_3) -> !prop_1,G((prop_3 <-> prop_2) -> !prop_1 )
8827,Stand by can only happen after geting help.,!idle U get_help,G(!idle U get_help)
8828,if the bar has to be repaired and the engine stops then it should not happen that either the train derails or a motorbike falls down,G((bar_has_to_be_repaired & engine_stops) -> G!(motorbike_falls_down | train_derails)),G((bar_has_to_be_repaired & engine_stops) -> ! (train_derails | motorbike_falls_down))
8831,"if ( prop_1 ) , ( prop_2 )",prop_1 -> prop_2,G(prop_1 -> prop_2)
8834,"It is required that either (prop_2) happens soon, or else (prop_1) and (prop_3) happen or not happen at the same time .",(prop_1 <-> prop_3) | F prop_2,F prop_2 | G(prop_1 <-> prop_3)
8835,pick_up fruit until whenever pass_by trash bin,pick_up_fruit U F pass_by_trash_bin,pick_up_fruit U pass_by_trash_bin
8836,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2))
8838,"The scenario in which ( prop_2 ) is equivalent to ( prop_3 ) should always be true , and in addition ( prop_1 ) .",prop_1 & G(prop_2 <-> prop_3),G((prop_2 <-> prop_3) & prop_1)
8842,at any time ( prop_1 ) and forever ( prop_2 ),F(prop_1 & G prop_2),G(prop_1 & G prop_2)
8843,repeatedly ( prop_1 ) and ( prop_2 ),G(prop_2 & F prop_1),GF(prop_1 & prop_2)
8844,"If record the motorcycle on southeast_2nd_avenue holds, then in the next step photo the jaywalker on southeast_10th_avenue persists until change light_east red holds, or else photo the jaywalker on southeast_10th_avenue holds forever.",record_motorcycle_southeast_2nd_avenue -> X((photo_jaywalker_southeast_10th_avenue U change_light_east_red) | G photo_jaywalker_southeast_10th_avenue),G(record_motorcycle_southeast_2nd_avenue -> X(photo_jaywalker_southeast_10th_avenue U (change_light_east_red | G photo_jaywalker_southeast_10th_avenue)))
8846,"Whenever neither record unsafe_civilian nor avoid the nearest_fire_source holds, go_home eventually holds.",G(!(avoid_nearest_fire_source & record_unsafe_civilian) -> F go_home),G((!record_unsafe_civilian & !avoid_nearest_fire_source) -> F go_home)
8849,"If at some point (prop_2) is equivalent to (prop_1), then (prop_3) should not happen .",(prop_1 <-> prop_2) -> !prop_3,F(prop_2 <-> prop_1) -> G(!prop_3)
8850,"Whenever ( prop_1 ) and ( prop_2 ) , then in response ( prop_3 ) , or ( prop_4 ) .",G((prop_1 & prop_2) -> (prop_3 | prop_4)),G((prop_1 & prop_2) -> F(prop_3 | prop_4))
8851,acquire orange until whenever proceed_to tree,acquire_orange U F proceed_to_tree,acquire_orange U proceed_to_tree
8852,"Go to mall 5, collect box 4, and subsequently take it to house 1",F(mall_5 & F(p_box_4 & F(house_1 & pd))),F(mall_5 & F(p_box_4 & F(house_1)))
8855,"eventually, the bridge closes and, sooner or later both the house collapses and the house is open afterwards",G!bridge_closes | F(bridge_closes & F(house_collapses & house_is_open)),F(bridge_closes & F(house_collapses & F(house_is_open)))
8856,"(prop_1) doesn't happen, and make sure (prop_2) and (prop_3) both happen .",!prop_1 & prop_2 & prop_3,G(!prop_1 ) & F(prop_2 ) & F(prop_3 )
8857,"Start by (prop_1). Then, (prop_3). Lastly, (prop_2).",(prop_1 U prop_3) U prop_2,!prop_1 | F(prop_1 & F(prop_3 & F(prop_2)))
8858,Continuously at house_2 and pickup trash_can_4,GF(house_2 & p_trash_can_4),G(house_2 & p_trash_can_4)
8859,"If (prop_2) then do (prop_3), until you no longer observe (prop_1) .",(prop_2 -> prop_3) U !prop_1,G((prop_2 -> prop_3) U !prop_1)
8860,"first, it is going to happen that the bar has to be repaired or the table is old, and then, it is going to happen that a sensor gathers information",G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F sensor_gathers_information),!((bar_has_to_be_repaired | table_is_old)) | F((bar_has_to_be_repaired | table_is_old) & F(sensor_gathers_information))
8861,repeatedly ( prop_1 ) until ( prop_2 ),G(F prop_1 U prop_2),prop_1 U prop_2
8863,"For each time instant if ( prop_3 ) is true , then ( prop_1 ) is equivalent to ( prop_2 ) .",G prop_3 -> (prop_1 <-> prop_2),G(prop_3 -> (prop_1 <-> prop_2))
8866,"If (prop_2), then ensure that (prop_3) until (prop_1).",prop_2 -> (prop_3 U prop_1),G(prop_2 -> (prop_3 U prop_1))
8869,"If ( prop_1 ) then ( prop_2 ) happens , or else ( prop_3 ) is equivalent to the case ( prop_4 ) .",(prop_1 -> prop_2) | (prop_3 <-> prop_4),G((prop_1 -> F prop_2) | (prop_3 <-> prop_4))
8871,whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2),G(prop_1 & prop_2)
8872,"If it is not the case that ( prop_3 ) or ( prop_1 ), then ( prop_2 ) .",!(prop_1 | prop_3) -> prop_2,G(!(prop_3 | prop_1) -> prop_2)
8875,"It is always the case that everytime when ( prop_3 ) and ( prop_2 ) , then in response after sometime in the future before the end of the execution ( prop_1 ) .",G((prop_2 & prop_3) -> FG prop_1),G((prop_3 & prop_2) -> F(prop_1))
8876,"first, sooner or later the sensor gathers information, and then, finally, both a house collapses and a house is open",G!sensor_gathers_information | F(sensor_gathers_information & F(house_collapses & house_is_open)),!sensor_gathers_information | F(sensor_gathers_information & F(house_collapses & house_is_open))
8877,whenever ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2),G(prop_1 U prop_2)
8878,"It is always the case that ( prop_3 ) should happen until ( prop_2 ) will be detected at some point in the future , or else ( prop_4 ) , or else ( prop_1 ) .",prop_1 | prop_4 | (prop_3 U prop_2),G(prop_3 U (prop_2 | prop_4 | prop_1))
8879,Pick up cone 5 from parking lot 2 and deliver it to street 1,F(parking_lot_2 & F(p_cone_5 & F(pd & street_1))),F(p_cone_5 & parking_lot_2 & F(pd & street_1))
8881,"If (prop_1) is equivalent to (prop_3), and if (prop_2), then (prop_4) .",(prop_1 <-> prop_3) & (prop_2 -> prop_4),G(((prop_1 <-> prop_3) & prop_2) -> prop_4)
8883,"If (prop_1) is equivalent to (prop_2), or (prop_4) and (prop_3) .",(prop_1 <-> prop_2) | (prop_3 & prop_4),G((prop_1 <-> prop_2) | (prop_4 & prop_3))
8884,"( prop_3 ) should be equivalent to ( prop_1 ), and ( prop_2 ) should not happen .",!prop_2 & (prop_1 <-> prop_3),G((prop_3 <-> prop_1) & !prop_2)
8886,"Globally , in case that the scenario that ( prop_1 ) occurs then all of the following conditions hold : immediately ( prop_2 ) .",G(prop_1 -> prop_2),G(prop_1 -> X prop_2)
8888,"(prop_1). Once (prop_2), (prop_3)",prop_1 & (prop_2 U prop_3),G(prop_1) & G(prop_2 -> F(prop_3))
8889,repeatedly ( prop_1 ) or ( prop_2 ),G(prop_2 | F prop_1),G(F(prop_1 | prop_2))
8893,"If at some point ( prop_2 ) happens and continues to happen until ( prop_4 ) , or ( prop_1 ) , and ( prop_3 ) .",prop_3 & (prop_1 | (prop_2 U prop_4)),F((prop_2 U prop_4) | (prop_1 & prop_3))
8894,"If (prop_3) is equivalent to (prop_2), then you should not do (prop_1) .",(prop_2 <-> prop_3) -> !prop_1,G((prop_3 <-> prop_2) -> !prop_1 )
8897,"at some point the train has arrived and, finally, a table has been moved and the train derails afterwards",G!train_has_arrived | F(train_has_arrived & F(table_has_been_moved & train_derails)),F(train_has_arrived & F(table_has_been_moved & F(train_derails)))
8899,secure apple and venture_towards house,secure_apple & venture_towards_house,G(secure_apple & venture_towards_house)
8900,when possible ( prop_1 ) or never ( prop_2 ),F(prop_1 | G!prop_2),F(prop_1 ) | G(!prop_2 )
8903,never ( prop_1 ) or never ( prop_2 ),G(!prop_1 | G!prop_2),G(!prop_1 ) | G(!prop_2 )
8905,"If ( prop_3 ) then ( prop_2 ) , or else ( prop_4 ) or ( prop_1 ) .",prop_1 | prop_4 | (prop_3 -> prop_2),G((prop_3 -> prop_2) | (prop_4 | prop_1))
8907,do not let_go orange or reach house,!let_go_orange | reach_house,G(!(let_go_orange | reach_house))
8908,"Do not allow ( prop_3 ) to happen, and if ( prop_1 ) happens, then ( prop_2 ) should also happen.",!prop_3 & (prop_1 -> prop_2),G(!prop_3) & G(prop_1 -> prop_2)
8910,"If at some point ( prop_2 ) and ( prop_1 ) is detected and this scenario continues until ( prop_3 ) is detected , then ( prop_4 ) .",((prop_1 & prop_2) U prop_3) -> prop_4,F((prop_2 & prop_1) U prop_3) -> prop_4
8911,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2))
8912,at the green_room without passing through the red_room,F green_room & G!red_room,(!red_room ) U (green_room )
8915,move_to trash can and put_in bucket,move_to_trash_can & put_in_bucket,F(move_to_trash_can & F(put_in_bucket))
8917,at any time ( prop_1 ) until never ( prop_2 ),F(prop_1 U G!prop_2),prop_1 U G(!prop_2)
8920,"first, at some point in time both the train has arrived and the brake is pressed, and then, it is going to happen that both a table is brown and the bar is up",G!(brake_is_pressed & train_has_arrived) | F(brake_is_pressed & train_has_arrived & F(bar_is_up & table_is_brown)),! (train_has_arrived & brake_is_pressed) | F ((train_has_arrived & brake_is_pressed) & F (table_is_brown & bar_is_up))
8921,do not ( prop_1 ) or whenever ( prop_2 ),!(prop_1 | F prop_2),G(!prop_1) | G(prop_2 -> prop_2)
