Index,Requirement,Ground Truth,Response,Equivalent
10585,always either the motorbike is driven or the escalator speeds up implies that under no circumstances both the sensor captures data and the escalator is blocked,G((escalator_speeds_up | motorbike_is_driven) -> G!(escalator_is_blocked & sensor_captures_data)),G((motorbike_is_driven | escalator_speeds_up) -> !(sensor_captures_data & escalator_is_blocked)),False
10586,Reach hotel 3 and remain there indefinitely,FG hotel_3,F G hotel_3,True
10587,forever ( prop_1 ) or when possible ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2),False
10588,"Whenever the scenario that ( prop_1 ) gets observed , or the transition action that ( prop_3 ) happens then all of the following conditions are true : ( prop_4 ) , or ( prop_2 ) .",G((prop_1 | prop_3) -> (prop_2 | prop_4)),G((prop_1 | prop_3) -> (prop_4 | prop_2)),True
10589,"sooner or later the escalator speeds up and the bridge opens and, at a certain moment the sensor gathers information afterwards",G!(bridge_opens & escalator_speeds_up) | F(bridge_opens & escalator_speeds_up & F sensor_gathers_information),F(escalator_speeds_up & bridge_opens) & F(sensor_gathers_information),False
10590,secure apple until at some time bring pear,secure_apple U F bring_pear,secure_apple U bring_pear,False
10591,"While ( prop_4 ) and ( prop_1 ) , then the following condition is true : promptly ( prop_3 ) , and ( prop_2 ) .",G((prop_1 & prop_4) -> (prop_2 & prop_3)),G((prop_4 & prop_1) -> (X prop_3 & prop_2)),False
10592,"If (prop_2), then do (prop_1), but keep doing (prop_3) until (prop_4) .",(prop_2 -> prop_1) & (prop_3 U prop_4),prop_2 -> (prop_1 & (prop_3 U prop_4)),False
10593,"(prop_2) should not happen, or else (prop_3) is equivalent to (prop_1) .",!prop_2 | (prop_1 <-> prop_3),!prop_2 | (prop_3 <-> prop_1),True
10594,Repeatedly visit area 2 and take a photo there,GF(area_2 & photo),GF(area_2 & photo),True
10595,Visit street 5 while ensuring you never enter parking lot 2,F street_5 & G!parking_lot_2,F(street_5) & G(!parking_lot_2),True
10596,it is going to happen that an elevator rises and a constructor creates instances,F(constructor_creates_instances & elevator_rises),F(elevator_rises & constructor_creates_instances),True
10597,at any time visit trash bin can infer that keep apple,F visit_trash_bin -> keep_apple,G(visit_trash_bin -> keep_apple),False
10598,always when a sensor captures data then in the future the bar is closing and a semaphore is broken,G(sensor_captures_data -> F(bar_is_closing & semaphore_is_broken)),G(sensor_captures_data -> F(bar_is_closing & semaphore_is_broken)),True
10599,"If (prop_1) and (prop_4) happen at the same time, then wait until (prop_3) and (prop_2) happen at the same time .",(prop_1 & prop_4) U (prop_2 & prop_3),G((prop_1 & prop_4) -> (prop_1 & prop_4) U (prop_3 & prop_2)),False
10600,Keep taking a picture of street 3,GF(photo & street_3),G(photo & street_3),False
10601,"first, it will happen that a motorbike has started and a semaphore is yellow, and then, eventually, both the brake is released and the bar is up",G!(motorbike_has_started & semaphore_is_yellow) | F(motorbike_has_started & semaphore_is_yellow & F(bar_is_up & brake_is_released)),(motorbike_has_started & semaphore_is_yellow) & F(brake_is_released & bar_is_up),False
10602,"If (prop_3) and (prop_2), then (prop_1) should not happen .",(prop_2 & prop_3) -> !prop_1,(prop_3 & prop_2) -> !prop_1,True
10603,It is always the case that while ( prop_1 ) then all of the following conditions are true : ( prop_2 ) .,G(prop_1 -> prop_2),G(prop_1 -> prop_2),True
10604,This controller must always have either change light_east green or get_help.,G(change_light_east_green | get_help),G(change_light_east_green | get_help),True
10605,( prop_1 ) or ( prop_2 ) is equivalent to the case that for each time instant ( prop_3 ) is true .,(prop_1 | prop_2) <-> G prop_3,(prop_1 | prop_2) <-> G prop_3,True
10606,"When you finish (prop_2), (prop_1) and (prop_3).",F prop_2 -> (prop_1 & prop_3),G(prop_2 -> (prop_1 & prop_3)),False
10607,"Either (prop_3) and (prop_1) happen at the same time, or (prop_2) happens for all time .",(prop_1 & prop_3) | G prop_2,(prop_3 & prop_1) | G prop_2,True
10608,go through blue or yellow to get to green,F((blue_room | yellow_room) & F green_room),(F blue_room | F yellow_room) U green_room,False
10609,all the time a car enters,G car_enters,G(car_enters),True
10610,do not pick_up anything or at any time go_to peach,!F pick_up_anything | F go_to_peach,!(pick_up_anything | G go_to_peach),False
10611,The robot must eventually change light_north yellow or get_help.,F(change_light_north_yellow | get_help),F(change_light_north_yellow | get_help),True
10612,repeatedly ( prop_1 ) and ( prop_2 ),G(prop_2 & F prop_1),G(prop_1 & prop_2),False
10613,"As soon as ( prop_3 ) , or ( prop_1 ) then the following condition holds : there ought to be a certain time instant in the future before the end of the execution finally , at which ( prop_2 ) , and till then consistently ( prop_4 ) .",G((prop_1 | prop_3) -> (prop_2 U prop_4)),(prop_3 | prop_1) -> (prop_4 U prop_2),False
10614,Snap a picture of landmark 6,F(landmark_6 & photo),F(photo & landmark_6),True
10615,While ( prop_1 ) or ( prop_3 ) then all of the following conditions are true : the scenario that ( prop_2 ) .,G((prop_1 | prop_3) -> F prop_2),G((prop_1 | prop_3) -> prop_2),False
10616,"If it is not (prop_1), then (prop_3) until (prop_2) .",!prop_1 -> (prop_3 U prop_2),(!prop_1) -> (prop_3 U prop_2),True
10617,when possible approach house and forever hold_onto orange,F approach_house & G hold_onto_orange,F(approach_house & G(hold_onto_orange)),False
10618,Doing (prop_3) and (prop_1) is equivalent to always doing (prop_2) .,(prop_1 & prop_3) <-> G prop_2,(prop_3 & prop_1) <-> G prop_2,True
10619,"after a car stops and the engine stops, under no circumstances both the train is crossing and a manager collect claims",G((car_stops & engine_stops) -> G!(manager_collect_claims & train_is_crossing)),G((car_stops & engine_stops) -> G(!(train_is_crossing & manager_collect_claims))),True
10620,"If ( prop_1 ) then ( prop_2 ) , or else ( prop_3 ) , or else ( prop_4 ) .",prop_3 | prop_4 | (prop_1 -> prop_2),(prop_1 -> prop_2) | (!prop_1 & prop_3) | (!prop_1 & !prop_3 & prop_4),False
10621,"If photo the person on south_3rd_street holds and photo the car on northeast_9th_street holds next, then get_help holds in the step after that.",G((photo_person_south_3rd_street & X photo_car_northeast_9th_street) -> XX get_help),(photo_person_south_3rd_street & X photo_car_northeast_9th_street) -> XX get_help,False
10622,at some time reach tree and whenever visit waste basket,F reach_tree & F visit_waste_basket,F(reach_tree) & G(visit_waste_basket -> visit_waste_basket),False
10623,"in the future the motorbike falls down or a manager collect claims and, at some point a sensor gathers information and a table is old afterwards",G!(manager_collect_claims | motorbike_falls_down) | F((manager_collect_claims | motorbike_falls_down) & F(sensor_gathers_information & table_is_old)),F(motorbike_falls_down | manager_collect_claims) & F(sensor_gathers_information & X table_is_old),False
10624,when possible ( prop_1 ) or always ( prop_2 ),F(prop_1 | G prop_2),F(prop_1) | G(prop_2),False
10625,"It is always the case that when ( prop_3 ) , or ( prop_1 ) , then in response the condition that eventually ( prop_2 ) shall not be true .",G((prop_1 | prop_3) -> !F prop_2),G((prop_3 | prop_1) -> !F prop_2),True
10626,Either deliver the banana to the loading_dock or get_help happens infinitely often.,GF deliver_banana_loading_dock | GF get_help,GF(deliver_banana_loading_dock | get_help),True
10627,"It is always the case that when ( prop_1 ) , then the following condition is true : for each time instant in the future before the simulation ends there must exist a certain time point in the future eventually , at which the event that ( prop_2 ) is detected .",G(prop_1 -> GF prop_2),G(prop_1 -> G F prop_2),True
10628,"If (prop_3) is always true, then (prop_2), or else not (prop_1) .",!prop_1 | (G prop_3 -> prop_2),(G prop_3 -> prop_2) | !prop_1,True
10629,Always avoid going to hall_1 to pickup file_6,G!(hall_1 & p_file_6),G(!(hall_1 & p_file_6)),True
10630,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2)),False
10631,This controller must always maintain both go_home and communicate the safe_hostile.,G(communicate_safe_hostile & go_home),G(go_home & communicate_safe_hostile),True
10632,always ( prop_1 ) until ( prop_2 ),G(prop_1 U prop_2),(G prop_1) U prop_2,False
10633,"If (prop_2) or (prop_3), then always (prop_1) .",(prop_2 | prop_3) -> G prop_1,(prop_2 | prop_3) -> G prop_1,True
10634,always both the bridge opens and an elevator is blocked implies that under no circumstances the engine starts or the engine stops,G((bridge_opens & elevator_is_blocked) -> G!(engine_starts | engine_stops)),G((bridge_opens & elevator_is_blocked) -> G(!(engine_starts | engine_stops))),True
10635,"after the manager handles requests and the bar is down, sooner or later the semaphore is yellow",G((bar_is_down & manager_handles_requests) -> F semaphore_is_yellow),G((manager_handles_requests & bar_is_down) -> F semaphore_is_yellow),True
10636,"If photo safe_rescuer holds and go_home holds next, then deliver_aid the safe_hostile holds in the step after that.",G((photo_safe_rescuer & X go_home) -> XX deliver_aid_safe_hostile),(photo_safe_rescuer & X go_home) -> XX deliver_aid_safe_hostile,False
10637,"Whenever get_help holds, search the banana holds exactly three steps later.",G(get_help -> XXX search_banana),G(get_help -> X X X search_banana),True
10638,Our agent must always have either photo the vehicle on northeast_4th_street or change light_north red.,G(change_light_north_red | photo_vehicle_northeast_4th_street),G(photo_vehicle_northeast_4th_street | change_light_north_red),True
10639,Make your way to house_2 and pickup trash_can_2,F(house_2 & p_trash_can_2),F(house_2 & F p_trash_can_2),False
10640,Remain still holds at all times.,G idle,G idle,True
10641,Stay within building_9 until you collect bottle_3 from room_2 and take it to room_6,building_9 U (room_2 & F(p_bottle_3 & F(pd & room_6))),(building_9) U (p_bottle_3 & room_2 & F(p_bottle_3 & room_6)),False
10642,do prop_1 right now,prop_1,prop_1,True
10643,"Get (prop_3) done, and if (prop_1) is in the way, then do (prop_2) also .",(prop_1 -> prop_2) & F prop_3,prop_3 & (prop_1 -> prop_2),False
10644,"it is always true that the escalator is blocked and, at the same time, a manager handles requests and the car stops",G(car_stops & escalator_is_blocked & manager_handles_requests),G(escalator_is_blocked & manager_handles_requests & car_stops),True
10645,when possible ( prop_1 ) or repeatedly ( prop_2 ),F(prop_1 | GF prop_2),F(prop_1) | GF(prop_2),True
10646,"Either don't have (prop_1), or have both (prop_2) and (prop_3) .",!prop_1 | (prop_2 & prop_3),(!prop_1) | (prop_2 & prop_3),True
10647,"in any case either the train has been launched, the engine stops or a table is brown",G(engine_stops | table_is_brown | train_has_been_launched),G(train_has_been_launched | engine_stops | table_is_brown),True
10648,Keep visiting charging station 5 and keep taking package 5 from warehouse 1 to store 5,GF charging_station_5 & GF(warehouse_1 & F(p_package_5 & F(pd & store_5))),G(charging_station_5 & (warehouse_1 & p_package_5) U store_5),False
10649,The system must always have either change light_east yellow or get_help.,G(change_light_east_yellow | get_help),G(change_light_east_yellow | get_help),True
10650,"When the scenario that ( prop_3 ) happens , then instantly ( prop_2 ) and at the same time point the scenario that ( prop_1 ) has to get detected .",G(prop_3 -> (prop_1 & prop_2)),G(prop_3 -> (prop_2 & prop_1)),True
10651,it is always the case that a car stops,G car_stops,G car_stops,True
10652,"Whenever neither go_home nor photo gas_leak holds, photo unsafe_rescuer eventually holds.",G(!(go_home & photo_gas_leak) -> F photo_unsafe_rescuer),G(!(go_home | photo_gas_leak) -> F photo_unsafe_rescuer),False
10653,"If the scenario where ( prop_3 ) is equivalent to the scenario where ( prop_1 ) happens, then ( prop_2 ) must be true at all times .",(prop_1 <-> prop_3) -> G prop_2,(prop_3 <-> prop_1) -> G prop_2,True
10654,The scenario in which (prop_2) happens and continues until (prop_3) happens should be equivalent to the scenario in which (prop_1) does not happen .,!prop_1 <-> (prop_2 U prop_3),(prop_2 U prop_3) <-> !prop_1,True
10655,"If every communicate the injured_rescuer is eventually followed by doing not go near the inactive_fire_source, then deliver_aid the safe_hostile must occur infinitely often.",G(communicate_injured_rescuer -> F avoid_inactive_fire_source) -> GF deliver_aid_safe_hostile,(G(communicate_injured_rescuer -> F avoid_inactive_fire_source)) -> GF deliver_aid_safe_hostile,True
10656,Make sure you do not (prop_2) until (prop_1).,!prop_2 U prop_1,(!prop_2) U prop_1,True
10657,every time a manager handles requests and the train derails then at a certain moment both a manager collect claims and an elevator is blocked,G((manager_handles_requests & train_derails) -> F(elevator_is_blocked & manager_collect_claims)),G((manager_handles_requests & train_derails) -> F(manager_collect_claims & elevator_is_blocked)),True
10658,never ( prop_1 ) and ( prop_2 ),G(!prop_1 & prop_2),G(!(prop_1 & prop_2)),False
10659,"Wait should always hold, with at most a two-step grace period for recovery.",!G!(idle & X idle),G(wait | X wait | XX wait),False
10660,"If you do not do (prop_1), then you should do either (prop_3) or (prop_2) .",!prop_1 -> (prop_2 | prop_3),!prop_1 -> (prop_3 | prop_2),True
10661,"Whenever neither change light_south green nor photo the collision on east_7th_street holds, record the person on southwest_5th_avenue eventually holds.",G(!(change_light_south_green & photo_collision_east_7th_street) -> F record_person_southwest_5th_avenue),G(!(change_light_south_green | photo_collision_east_7th_street) -> F record_person_southwest_5th_avenue),False
10662,"Globally , when ( prop_2 ) , or ( prop_1 ) then all of the following conditions are true : ultimately there shall exist sometime in the future before the execution ends , at which the transition action that ( prop_3 ) is detected .",G((prop_1 | prop_2) -> F prop_3),G((prop_2 | prop_1) -> F prop_3),True
10663,( prop_1 ) or ( prop_2 ),prop_1 | prop_2,prop_1 | prop_2,True
10664,"Either keep (prop_3) being equivalent to (prop_2), or finally (prop_1) .",(prop_2 <-> prop_3) | F prop_1,G(prop_3 <-> prop_2) | F prop_1,False
10665,"at some point a train has arrived and, it is going to happen that the brake is pressed or a motorbike has started afterwards",G!train_has_arrived | F(train_has_arrived & F(brake_is_pressed | motorbike_has_started)),F(train_has_arrived & F(brake_is_pressed | X motorbike_has_started)),False
10666,"after both the motorbike has stopped and an elevator falls, it is always the case that both the escalator speeds up and a motorbike catches fire",G((elevator_falls & motorbike_has_stopped) -> G(escalator_speeds_up & motorbike_catches_fire)),F((motorbike_has_stopped & elevator_falls) -> G(escalator_speeds_up & motorbike_catches_fire)),False
10667,"(prop_2) and (prop_3) occurs, and (prop_1) should be true if (prop_4) happens .",prop_2 & prop_3 & (prop_1 -> prop_4),(prop_2 & prop_3) & (prop_4 -> prop_1),False
10668,sooner or later a train derails or a train is crossing or the sensor retrieves data,F(sensor_retrieves_data | train_derails | train_is_crossing),F(train_derails | train_is_crossing | sensor_retrieves_data),True
