Index,Requirement,Ground Truth,Response,Equivalent
8578,It is not the case that if ( prop_1 ) then ( prop_2 ) happens and this scenario will hold until ( prop_3 ) is detected .,!((prop_1 -> prop_2) U prop_3),!((prop_1 ) -> (prop_2 ) U (prop_3 )),False
8579,"sooner or later the escalator speeds up and, at the same time, the train has arrived and the bar is up",F(bar_is_up & escalator_speeds_up & train_has_arrived),F(escalator_speeds_up & train_has_arrived & bar_is_up),True
8580,"It is not the case that ( prop_3 ) happens and continues to happen until ( prop_1 ) is detected , if and only if ( prop_2 ) .",!(prop_2 <-> (prop_3 U prop_1)),! (prop_3 U prop_1) <-> prop_2,True
8581,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1 & !prop_2),False
8582,"as the train derails, it is going to happen that the semaphore is yellow or a motorbike has stopped",G(train_derails -> F(motorbike_has_stopped | semaphore_is_yellow)),G(train_derails -> F(semaphore_is_yellow | motorbike_has_stopped)),True
8583,If it is not the case that ( prop_2 ) or else ( prop_3 ) is detected then as a response ( prop_1 ) should be observed .,(!prop_2 | prop_3) -> prop_1,G(!(prop_2 | prop_3) -> F(prop_1)),False
8584,"If ( prop_4 ) is equivalent to ( prop_1 ) then ( prop_2 ) , and also ( prop_3 ) .",prop_3 & ((prop_1 <-> prop_4) -> prop_2),G((prop_4 <-> prop_1) -> (prop_2 & prop_3)),False
8585,when possible ( prop_1 ) until ( prop_2 ),F(prop_1 U prop_2),prop_1 U prop_2,False
8586,Reach park 7 and photograph monument 4,F(park_7 & F(monument_4 & photo)),F(park_7 & F(photo & monument_4)),True
8587,This controller must eventually idle or pickup the potted_plant.,F(idle | pickup_potted_plant),F (idle | pickup_potted_plant ),True
8588,Ensure you never go into house 4 at any time,G!house_4,G(!house_4 ),True
8589,at any time grab flag or repeatedly grab tree,F grab_flag | GF grab_tree,G(grab_flag | GF grab_tree),False
8590,"If ( prop_4 ) and ( prop_1 ) happens and continues to happen until ( prop_3 ) is detected , then the scenario is equivalent to ( prop_2 ) .",prop_2 <-> ((prop_1 & prop_4) U prop_3),G(((prop_4 & prop_1) U prop_3) <-> prop_2),False
8591,"when venture_to trash can , when possible go_to trash can",venture_to_trash_can -> F go_to_trash_can,G(venture_to_trash_can -> F(go_to_trash_can)),False
8592,"If avoid the inactive_gas_leak ever holds, communicate the injured_hostile must have held beforehand.",F avoid_inactive_gas_leak -> (!avoid_inactive_gas_leak U (!avoid_inactive_gas_leak & communicate_injured_hostile)),G(avoid_inactive_gas_leak -> (F(communicate_injured_hostile) R avoid_inactive_gas_leak)),False
8593,"Go to post office 1, collect letter 2, and put it down in building 3",F(post_office_1 & F(p_lettter_2 & F(building_3 & pd))),F(post_office_1 & F(p_lettter_2 & F(pd & building_3))),True
8594,"after both the bar is up and a motorbike has started, it will happen that both the escalator is blocked and the escalator moves",G((bar_is_up & motorbike_has_started) -> F(escalator_is_blocked & escalator_moves)),G((bar_is_up & motorbike_has_started) -> F(escalator_is_blocked & escalator_moves)),True
8595,(prop_1),F prop_1,G(prop_1 ),False
8596,"if either the engine stops or the train is crossing then absolutely never, a sensor retrieves data and the sensor captures data",G((engine_stops | train_is_crossing) -> G!(sensor_captures_data & sensor_retrieves_data)),G((engine_stops | train_is_crossing) -> G(!(sensor_retrieves_data & sensor_captures_data))),True
8597,"first, in the future either a train stops or the motorbike has stopped, and then, at a certain moment a house is open and the elevator rises",G!(motorbike_has_stopped | train_stops) | F((motorbike_has_stopped | train_stops) & F(elevator_rises & house_is_open)),! (train_stops | motorbike_has_stopped) | F ((train_stops | motorbike_has_stopped) & F (house_is_open & elevator_rises)),False
8598,"Take a photo of the cyclist on northeast_5th_avenue and change light_west yellow never coincide, yet one of them is always true.",G!(change_light_west_yellow & photo_cyclist_northeast_5th_avenue) & G(change_light_west_yellow | photo_cyclist_northeast_5th_avenue),G(!(photo_cyclist_northeast_5th_avenue & change_light_west_yellow) & (photo_cyclist_northeast_5th_avenue | change_light_west_yellow)),True
8599,Take trash_can_4 from house_1 to garbage_dump_3,F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd))),F(pd & house_1 & p_trash_can_4 & F(pd & garbage_dump_3 & p_trash_can_4)),False
8600,"If (prop_3) occurs and continues until (prop_2), then if (prop_4) occurs, (prop_1) should also occur .",(prop_3 U prop_2) -> (prop_4 -> prop_1),G((prop_3 U prop_2) -> G(prop_4 -> prop_1)),False
8601,Keep visiting charger 4 as you keep taking a picture of area 5,GF charger_4 & GF(area_5 & photo),G((photo & area_5) -> charger_4),False
8602,"Globally , whenever ( prop_3 ) and the transition action that ( prop_1 ) is observed then all of the following conditions are true : ( prop_4 ) , or ( prop_2 ) .",G((prop_1 & prop_3) -> (prop_2 | prop_4)),G((prop_3 & prop_1) -> (prop_4 | prop_2)),True
8603,"For all time, (prop_1) is true, or else (prop_2) or (prop_3) is true .",prop_2 | prop_3 | G prop_1,G(prop_1 | prop_2 | prop_3),False
8604,at the yellow_room or the red_room and head straight away to the green_room avoiding the yellow_room,F((red_room | yellow_room) & F green_room),(yellow_room | red_room) & F(green_room) & G(!yellow_room U green_room),False
8605,"If (prop_3) is always true, then make sure (prop_1) and (prop_2) are both true .",G prop_3 -> (prop_1 & prop_2),G(prop_3 ) -> (prop_1 & prop_2 ),True
8606,whenever ( prop_1 ) can infer that forever ( prop_2 ),F prop_1 -> G prop_2,G(prop_1 -> G prop_2),False
8607,"Either if (prop_1), then (prop_3), or always (prop_2) is true .",(prop_1 -> prop_3) | G prop_2,(prop_1 -> prop_3) | G(prop_2 ),True
8608,If ( prop_4 ) and ( prop_1 ) or ( prop_3 ) then the above scenario is equivalent to ( prop_2 ) .,prop_2 <-> (prop_3 | (prop_1 & prop_4)),G(((prop_4 & prop_1) | prop_3) <-> prop_2),False
8609,Always stay in locality 7 as you take letter 1 from office 4 to house 1,G locality_7 & F(office_4 & F(p_letter_1 & F(house_1 & pd))),G((p_letter_1 & office_4 & F house_1) -> locality_7),False
8610,"Once (prop_1), (prop_2).",prop_1 -> prop_2,G(prop_1 -> F(prop_2)),False
8611,"It is always the case that if ( prop_2 ) and ( prop_1 ) , then all of the following conditions are true : at a certain time point in the future , ( prop_3 ) will take place.",G((prop_1 & prop_2) -> F prop_3),G((prop_2 & prop_1) -> F(prop_3)),True
8612,Retrieve the fork holds at all times.,G pickup_fork,G(pickup_fork ),True
8613,Stay in parking lot 9 until a picture of car 2 was taken,parking_lot_9 U (car_2 & photo),parking_lot_9 U (photo & car_2),True
8614,"first, sooner or later a table is old or the bar has to be repaired, and then, it will happen that a sensor retrieves data or the manager collect claims",G!(bar_has_to_be_repaired | table_is_old) | F((bar_has_to_be_repaired | table_is_old) & F(manager_collect_claims | sensor_retrieves_data)),! (table_is_old | bar_has_to_be_repaired) | F ((table_is_old | bar_has_to_be_repaired) & F (sensor_retrieves_data | manager_collect_claims)),False
8615,"Whenever ( prop_2 ) , and ( prop_1 ) then the following condition holds : ultimately at sometime in the future before the simulation ends , without interruption ( prop_3 ) .",G((prop_1 & prop_2) -> FG prop_3),G((prop_2 & prop_1) -> F(prop_3)),False
8616,"It should be that (prop_2) is equivalent to (prop_3), or else (prop_1) is not true .",!prop_1 | (prop_2 <-> prop_3),G((prop_2 <-> prop_3) | !prop_1),False
8617,Go to parking lot 5 and stay there,FG parking_lot_5,F(parking_lot_5 & G parking_lot_5),True
8618,forever ( prop_1 ) or whenever ( prop_2 ),G(prop_1 | F prop_2),G(prop_1 ) | G(prop_2 -> prop_2 ),False
8619,"Globally , whenever the scenario that ( prop_3 ) is observed or ( prop_2 ) then all of the following conditions are true : ( prop_4 ) or simultaneously ( prop_1 ) .",G((prop_2 | prop_3) -> (prop_1 | prop_4)),G((prop_3 | prop_2) -> (prop_4 | prop_1)),True
8620,"sooner or later the car starts and the bar is down and, at some point a train has arrived afterwards",G!(bar_is_down & car_starts) | F(bar_is_down & car_starts & F train_has_arrived),F((car_starts & bar_is_down) & F(train_has_arrived)),False
8621,put_in apple bucket until at any time proceed_to flag,put_in_apple_bucket U F proceed_to_flag,put_in_apple_bucket U proceed_to_flag,False
8622,In the case ( prop_3 ) or ( prop_1 ) then ( prop_2 ) .,G((prop_1 | prop_3) -> G prop_2),G((prop_3 | prop_1) -> prop_2),False
8623,put_in bucket means that capture orange,put_in_bucket -> capture_orange,G(put_in_bucket -> capture_orange),False
8624,"after either the engine starts or the sensor captures data, it will happen that either the bridge closes or the escalator moves",G((engine_starts | sensor_captures_data) -> F(bridge_closes | escalator_moves)),G((engine_starts | sensor_captures_data) -> F(bridge_closes | escalator_moves)),True
8625,Do not touch letter_8 under any circumstances,G!p_letter_8,G(!p_letter_8 ),True
8626,"Globally , everytime when ( prop_2 ) or the scenario that ( prop_3 ) takes place , then the following condition is true : for every time point in the future before the execution ends , ultimately the transition action that ( prop_1 ) needs to happen at a time in the future before the execution ends .",G((prop_2 | prop_3) -> GF prop_1),G((prop_2 | prop_3) -> G(F prop_1)),True
8627,Eventually do prop_1 but never do prop_2,F prop_1 & G!prop_2,F prop_1 & G(! prop_2),True
8628,at some time journey_by house can infer that go_to bucket,F journey_by_house -> go_to_bucket,F(journey_by_house -> F go_to_bucket),False
8629,in the future an elevator rises and a bridge opens after the semaphore is yellow,G(semaphore_is_yellow -> F(bridge_opens & elevator_rises)),F(semaphore_is_yellow -> F(elevator_rises & bridge_opens)),False
8630,"If both (prop_1) and (prop_2) happen at some point, then keep them until (prop_3) and (prop_4) both happen .",(prop_1 & prop_2) U (prop_3 & prop_4),G((prop_1 & prop_2) -> ((prop_1 & prop_2) U (prop_3 & prop_4))),False
8632,"Once deliver the bird to the loading_dock has occurred, search the car will never occur again.",G(deliver_bird_loading_dock -> XG!search_car),G(deliver_bird_loading_dock -> G(!search_car)),False
8633,Always avoid going to building 2 while ensuring you pick up letter 5 from office 6,G!building_2 & F(office_6 & p_letter_5),G(!building_2) & F(office_6 & p_letter_5),True
8634,"If both (prop_1) and (prop_2) happen, then eventually (prop_3) should happen as well.",(prop_1 & prop_2) -> F prop_3,G((prop_1 & prop_2) -> F(prop_3)),False
8635,You must always have either communicate the injured_rescuer or record gas_leak.,G(communicate_injured_rescuer | record_gas_leak),G(communicate_injured_rescuer | record_gas_leak),True
8636,"For all time steps (prop_3), should be equivalent to the scenario in which (prop_2) or (prop_1) happens .",(prop_1 | prop_2) <-> G prop_3,G(prop_3 <-> (prop_2 | prop_1)),False
8637,"It is equivalent to have a scenario in which ( prop_2 ) is not the case and ( prop_1 ) is , or to have ( prop_3 ) .",prop_3 <-> (prop_1 & !prop_2),(!prop_2 & prop_1) <-> prop_3,True
8638,"From some point onwards, get_help never occurs again.",FG!get_help,F(G(!get_help )),True
8639,pass through either the blue or yellow_room to reach the green_room,F((blue_room | yellow_room) & F green_room),! (blue_room | yellow_room) | F ((blue_room | yellow_room) & F green_room),False
8640,The scenario in which if at some point ( prop_1 ) or ( prop_4 ) then ( prop_3 ) is equivalent to the scenario in which ( prop_2 ) .,prop_2 <-> ((prop_1 | prop_4) -> prop_3),(F((prop_1 | prop_4) -> prop_3)) <-> prop_2,False
8641,"Globally , everytime when ( prop_3 ) until ( prop_1 ) , then the following condition holds : there will have to be eventually a certain time point in the future , after which ( prop_2 ) .",G((prop_3 U prop_1) -> FG prop_2),G((prop_3 U prop_1) -> F(F prop_2)),False
8642,always moving can infer that at some time spend_time_at tree,G moving -> F spend_time_at_tree,G(moving -> F spend_time_at_tree),False
8643,always ( prop_1 ) and when possible ( prop_2 ),G(prop_1 & F prop_2),G(prop_1 & F prop_2),True
8644,"after a manager handles requests and a train derails, sooner or later both the bar is down and the car starts",G((manager_handles_requests & train_derails) -> F(bar_is_down & car_starts)),G((manager_handles_requests & train_derails) -> F(bar_is_down & car_starts)),True
8645,Go to house 2 and pick up trash can 2,F(house_2 & p_trash_can_2),F(house_2 & F(p_trash_can_2)),False
8646,"In the case ( prop_3 ) , or ( prop_1 ) then the following condition is true : at a certain time instant in the future before the execution ends the transition action that ( prop_2 ) .",G((prop_1 | prop_3) -> F prop_2),G((prop_3 | prop_1) -> F(prop_2)),True
8647,"It is required that at some time point in the future ( prop_2 ) should be detected , and ( prop_1 ) , and ( prop_3 ) .",prop_1 & prop_3 & F prop_2,F(prop_2 & prop_1 & prop_3),False
8648,"If at some point ( prop_1 ) happens and continues to happen until ( prop_3 ) , and also ( prop_4 ) , or else ( prop_2 ) .",prop_2 | (prop_4 & (prop_1 U prop_3)),F((prop_1 U prop_3) & prop_4) | prop_2,False
8649,Always ensure that ( prop_2 ) is true if and only if both ( prop_3 ) and ( prop_1 ) are true.,(prop_1 & prop_3) <-> G prop_2,G(prop_2 <-> (prop_3 & prop_1)),False
8650,always a train has been launched and the semaphore is green implies that at no time both a motorbike has stopped and a sensor gathers information,G((semaphore_is_green & train_has_been_launched) -> G!(motorbike_has_stopped & sensor_gathers_information)),G((train_has_been_launched & semaphore_is_green) -> G(!(motorbike_has_stopped & sensor_gathers_information))),True
8651,at any time ( prop_1 ) means that at some time ( prop_2 ),F prop_1 -> F prop_2,G(prop_1 -> F prop_2),False
8652,"always when both the brake is pressed and a house is built then finally, either the sensor retrieves data or a train is crossing",G((brake_is_pressed & house_is_built) -> F(sensor_retrieves_data | train_is_crossing)),G((brake_is_pressed & house_is_built) -> F(sensor_retrieves_data | train_is_crossing)),True
8653,when possible go_to transh can and when possible clutch orange,F go_to_transh_can & F clutch_orange,G(F go_to_transh_can & F clutch_orange),False
