pair_type,ltl,en
universal_global,G( constructor_instantiate_objects & escalator_speeds_up & semaphore_is_broken ),every time a constructor instantiate objects and together the escalator speeds up and a semaphore is broken
universal_global,G( engine_breaks | sensor_captures_data | motorbike_catches_fire ),"all the time either the engine breaks, the sensor captures data or the motorbike catches fire"
universal_global,G( sensor_gathers_information & engine_stops & escalator_moves ),"eternally, the sensor gathers information and, at the same time, the engine stops and the escalator moves"
universal_global,G( escalator_is_blocked | sensor_retrieves_data | motorbike_has_started ),in any case the escalator is blocked or the sensor retrieves data or a motorbike has started
universal_global,G( sensor_captures_data | bar_has_to_be_repaired | engine_stops ),"all the time either the sensor captures data, the bar has to be repaired or the engine stops"
universal_global,G( elevator_falls & house_collapses & sensor_retrieves_data ),"every time an elevator falls and, at the same time, a house collapses and a sensor retrieves data"
universal_global,G( semaphore_is_yellow | brake_is_pressed | motorbike_has_started ),"it is always true that either the semaphore is yellow, the brake is pressed or the motorbike has started"
universal_global,G( train_has_arrived & constructor_creates_instances & constructor_instantiate_objects ),"forever, the train has arrived, the constructor creates instances and a constructor instantiate objects"
universal_global,G( sensor_gathers_information & brake_is_released & semaphore_is_red ),"eternally, a sensor gathers information and together the brake is released and the semaphore is red"
universal_global,G( table_is_brown | bar_has_to_be_repaired | motorbike_is_driven ),all the time the table is brown or the bar has to be repaired or a motorbike is driven
universal_global,G( bar_has_to_be_repaired & brake_is_pressed & train_stops ),"eternally, the bar has to be repaired and together the brake is pressed and a train stops"
universal_global,G( bridge_closes & escalator_moves & bar_is_closing ),"it is always true that the bridge closes and, at the same time, the escalator moves and the bar is closing"
universal_global,G( semaphore_is_red | semaphore_is_yellow | house_collapses ),"all the time either a semaphore is red, the semaphore is yellow or a house collapses"
universal_global,G( train_is_crossing & sensor_captures_data & motorbike_has_stopped ),"always, the train is crossing and together a sensor captures data and a motorbike has stopped"
universal_global,G( constructor_creates_instances | engine_breaks | elevator_rises ),"all the time either the constructor creates instances, the engine breaks or the elevator rises"
universal_global,G( elevator_falls & manager_collect_claims & motorbike_falls_down ),in any case the elevator falls and together the manager collect claims and the motorbike falls down
universal_global,G( manager_handles_requests & house_is_open & motorbike_falls_down ),at any time the manager handles requests and together a house is open and a motorbike falls down
universal_global,G( brake_is_released & elevator_falls & sensor_captures_data ),all the time the brake is released and together the elevator falls and the sensor captures data
universal_global,G( car_enters | engine_breaks | motorbike_has_stopped ),at any time the car enters or the engine breaks or the motorbike has stopped
universal_global,G( semaphore_is_yellow & motorbike_falls_down & elevator_falls ),in any case the semaphore is yellow and together the motorbike falls down and an elevator falls
universal_global,G( house_is_open & table_has_been_moved & elevator_is_blocked ),"all the time a house is open and, at the same time, the table has been moved and the elevator is blocked"
universal_global,G( house_is_built | engine_starts | car_stops ),"forever, the house is built or the engine starts or the car stops"
universal_global,G( elevator_falls & manager_collect_claims & bar_is_up ),"at any time an elevator falls, a manager collect claims and the bar is up"
universal_global,G( brake_is_pressed & motorbike_has_stopped & constructor_instantiate_objects ),"it is always true that the brake is pressed and, at the same time, the motorbike has stopped and the constructor instantiate objects"
universal_global,G( brake_is_pressed & car_stops & train_has_arrived ),"all the time the brake is pressed and, at the same time, the car stops and the train has arrived"
universal_global,G( bar_is_down | car_starts | table_is_brown ),"every time either the bar is down, the car starts or a table is brown"
universal_global,G( engine_stops | train_has_been_launched | engine_starts ),"in any case either the engine stops, a train has been launched or the engine starts"
universal_global,G( train_derails | constructor_creates_instances | car_stops ),"always, a train derails or a constructor creates instances or the car stops"
universal_global,G( constructor_creates_instances & motorbike_catches_fire & car_starts ),"every time a constructor creates instances and, at the same time, the motorbike catches fire and a car starts"
universal_global,G( motorbike_falls_down | engine_starts | bridge_opens ),"it is always true that either the motorbike falls down, the engine starts or the bridge opens"
universal_global,G( bar_has_to_be_repaired & semaphore_is_red & sensor_retrieves_data ),every time the bar has to be repaired and together the semaphore is red and the sensor retrieves data
universal_global,G( sensor_gathers_information & constructor_creates_instances & elevator_is_blocked ),"all the time the sensor gathers information, a constructor creates instances and the elevator is blocked"
