pair_type,ltl,en
universal_global,G( IUyKShNXMQRAOD | UfAJYep_ | qCXRejw ),"all the time either IUyKShNXMQRAOD, UfAJYep_ or qCXRejw"
universal_global,G( YuiqHJuPd ),"eternally, YuiqHJuPd"
universal_global,G( NeBxz ),at any time NeBxz
universal_global,G( Gum_cB ),every time Gum_cB
universal_global,G( BNoOStzTZ ),"always, BNoOStzTZ"
universal_global,G( njjGAxKUbT & BzULeIxgdrukR & eIHhtFXobHDvx ),"always, njjGAxKUbT and, at the same time, BzULeIxgdrukR and eIHhtFXobHDvx"
universal_global,G( hmgGeJVkYgzdkO | oCtzzTueraYstW ),it is always the case that either hmgGeJVkYgzdkO or oCtzzTueraYstW
universal_global,G( eGvmcRGmumDxxnc | JLMyjIQWsqwb | qElimOh ),all the time eGvmcRGmumDxxnc or JLMyjIQWsqwb or qElimOh
universal_global,G( tWvxf | sGiowSnmv | dDf_SsYzY ),"forever, either tWvxf, sGiowSnmv or dDf_SsYzY"
universal_global,G( kAsSk ),"always, kAsSk"
universal_global,G( CGsgwat_qhIOazM | Pgwag ),it is always the case that either CGsgwat_qhIOazM or Pgwag
universal_global,G( IdqnYjgnXd | TezKz | DDWxBXh_wpiEXey ),"all the time either IdqnYjgnXd, TezKz or DDWxBXh_wpiEXey"
universal_global,G( yJhPmeGuiRCD ),"forever, yJhPmeGuiRCD"
universal_global,G( iByyQ | zrMvtLnT_BWvpX | myYmtKI ),all the time iByyQ or zrMvtLnT_BWvpX or myYmtKI
universal_global,G( UflUBuHYVjkbnW & AoXcvLoMfYM & IwcqiECkpsiM ),"every time UflUBuHYVjkbnW and, at the same time, AoXcvLoMfYM and IwcqiECkpsiM"
universal_global,G( MVIflmjgTeeDqtp | DyP_iBwVLLMNGz ),"eternally, MVIflmjgTeeDqtp or DyP_iBwVLLMNGz"
universal_global,G( swtkUjf ),it is always true that swtkUjf
universal_global,G( SKxUszQOuLES | ixhDLkQPDVLHwpM ),"eternally, SKxUszQOuLES or ixhDLkQPDVLHwpM"
universal_global,G( xFcCcJDqYsjLFJy ),it is always the case that xFcCcJDqYsjLFJy
universal_global,G( uKKhLWLatlt ),in any case uKKhLWLatlt
universal_global,G( ZHRRFYTTfWgX & Jg_pCwnWwnCrgB ),"eternally, ZHRRFYTTfWgX and Jg_pCwnWwnCrgB"
universal_global,G( FivcqXXLCQbwbO & risPWk ),"forever, FivcqXXLCQbwbO and risPWk"
universal_global,G( OZbsFNB & NGgPaR ),in any case OZbsFNB and NGgPaR
universal_global,G( iPgbNNZWUvdovh | jFMLtcGo | jStMrYL ),at any time iPgbNNZWUvdovh or jFMLtcGo or jStMrYL
universal_global,G( jMeWm | oBjSapHQ | NkwjPIxl ),in any case jMeWm or oBjSapHQ or NkwjPIxl
universal_global,G( QHHHAvbwjh | JnUPcEe ),it is always true that QHHHAvbwjh or JnUPcEe
universal_global,G( _kYFamiYLsc & tBEruCTCF ),it is always the case that both _kYFamiYLsc and tBEruCTCF
universal_global,G( GVaqHLcUzwB | wOFqFa | zNiHnEwfQdJ_fGA ),"it is always the case that either GVaqHLcUzwB, wOFqFa or zNiHnEwfQdJ_fGA"
universal_global,G( jDaxmE ),"forever, jDaxmE"
universal_global,G( tLCITNjWjemDDoy | QmMORcMnZhCVIIV ),at any time either tLCITNjWjemDDoy or QmMORcMnZhCVIIV
universal_global,G( lIuMPHMxCHELON | VoKXminYClXtnp_ ),every time lIuMPHMxCHELON or VoKXminYClXtnp_
universal_global,G( UjVkKb_IHARPsyB & XxHENLYWjg ),"always, both UjVkKb_IHARPsyB and XxHENLYWjg"
universal_global,G( uDNRnN ),it is always the case that uDNRnN
universal_global,G( WbaDrzLPMW ),"always, WbaDrzLPMW"
universal_global,G( XBNFmhrFayxEgci | BzNmrzkCgODY | aIfxAUqHWe ),"eternally, XBNFmhrFayxEgci or BzNmrzkCgODY or aIfxAUqHWe"
universal_global,G( OrZtjTa | kxaxR | tcFKu ),"forever, either OrZtjTa, kxaxR or tcFKu"
universal_global,G( DVrNlQ ),at any time DVrNlQ
universal_global,G( gvzZghpC | YXVHDLgeK | _BBdCXR ),"always, gvzZghpC or YXVHDLgeK or _BBdCXR"
universal_global,G( oQrCXLCTfPyCi ),at any time oQrCXLCTfPyCi
universal_global,G( YNtCY_XUueV | OxZoSSWCWj_X | jBWsIUzBIxx ),every time YNtCY_XUueV or OxZoSSWCWj_X or jBWsIUzBIxx
universal_global,G( YUXWTn | htUqHVli | vpcXlRLUsKi ),"it is always true that either YUXWTn, htUqHVli or vpcXlRLUsKi"
universal_global,G( haEFx | ChVtdtZCCSeFF ),all the time either haEFx or ChVtdtZCCSeFF
universal_global,G( gRPRoBFFAHVfUL & EeTfatwA & rnaHyWxsttQ ),"it is always true that gRPRoBFFAHVfUL and, at the same time, EeTfatwA and rnaHyWxsttQ"
universal_global,G( F_lQOrFTxlBqMc & iVXtDBWHFcKOEro & d_zUhiXglc ),"always, F_lQOrFTxlBqMc and together iVXtDBWHFcKOEro and d_zUhiXglc"
universal_global,G( Up_KYdzStTqqj & KHeMyu & OIevqfZWIe ),"it is always true that Up_KYdzStTqqj, KHeMyu and OIevqfZWIe"
universal_global,G( ihKCwvIfyps_ | peTNCUSO ),all the time ihKCwvIfyps_ or peTNCUSO
universal_global,G( MypYyJ | fNYShRqe ),in any case MypYyJ or fNYShRqe
universal_global,G( FtnTipECVwnt ),at any time FtnTipECVwnt
universal_global,G( tftSGDwpB | _cozZZ ),it is always the case that either tftSGDwpB or _cozZZ
universal_global,G( LSuiCtVq & _KMqs & XpPxPrkMecgO ),"it is always the case that LSuiCtVq, _KMqs and XpPxPrkMecgO"
universal_global,G( BBuvmPExkg & vhzSyTbSOjAXi & fCHykGg_BDre ),it is always the case that BBuvmPExkg and together vhzSyTbSOjAXi and fCHykGg_BDre
universal_global,G( rHYaQqDEvGqmt & NQvXIaAPMrljtTs & jPpYQ ),"it is always the case that rHYaQqDEvGqmt and, at the same time, NQvXIaAPMrljtTs and jPpYQ"
universal_global,G( nssGTDLkOnf & WGusqtz_tZbD & z_NMEJ ),"all the time nssGTDLkOnf, WGusqtz_tZbD and z_NMEJ"
universal_global,G( stmrmXRPWDioqOv | iRhpklr ),"eternally, either stmrmXRPWDioqOv or iRhpklr"
universal_global,G( dDwwNFWQcyI ),every time dDwwNFWQcyI
universal_global,G( kywMmvs | KAFSYn | xbsFfqhYPa ),"always, either kywMmvs, KAFSYn or xbsFfqhYPa"
universal_global,G( bkaFp_ ),"forever, bkaFp_"
universal_global,G( wGOJYIMY ),"forever, wGOJYIMY"
universal_global,G( DbvnUksiHJ ),all the time DbvnUksiHJ
universal_global,G( vhvWxTb | wFshQvaHs | befyJSHiu ),at any time vhvWxTb or wFshQvaHs or befyJSHiu
universal_global,G( WlKXfmpOoA & YuOeYaKtbKMP & JNlAd_ ),every time WlKXfmpOoA and together YuOeYaKtbKMP and JNlAd_
universal_global,G( DVK_Boi | vUhSk ),"forever, DVK_Boi or vUhSk"
universal_global,G( uwtURxWxevdH | QrGYAhSSRkreA | JfSuJPvSE_iAYYv ),in any case uwtURxWxevdH or QrGYAhSSRkreA or JfSuJPvSE_iAYYv
universal_global,G( mIfvbHLaTmR | HqLdiDvwE ),in any case either mIfvbHLaTmR or HqLdiDvwE
universal_global,G( mNF_YHKSEpsb & V_neexKoJq & VSXMnWq ),every time mNF_YHKSEpsb and together V_neexKoJq and VSXMnWq
universal_global,G( LTMbovdZSKhqcr ),it is always the case that LTMbovdZSKhqcr
universal_global,G( XjegsDQViYAbG | kMOwXuefLWTzbB | uOcLDoYcCo ),"in any case either XjegsDQViYAbG, kMOwXuefLWTzbB or uOcLDoYcCo"
universal_global,G( DdqyGHEtaIVkjI & XKSTMtSRxI & JrpUaJhQBAWwnJ ),"it is always true that DdqyGHEtaIVkjI and, at the same time, XKSTMtSRxI and JrpUaJhQBAWwnJ"
universal_global,G( eDFrMlUoucC & ReMSfJXvfX ),it is always true that eDFrMlUoucC and ReMSfJXvfX
universal_global,G( eFOhgAPtb | ilWTEQjiOLKPw ),"forever, either eFOhgAPtb or ilWTEQjiOLKPw"
universal_global,G( maF_MOw ),it is always true that maF_MOw
universal_global,G( FAlslxwMXPRbxS | u_CIRJAA | rlwEqdeuF ),"it is always the case that either FAlslxwMXPRbxS, u_CIRJAA or rlwEqdeuF"
universal_global,G( KlnoszoQ & dEYEOmfNLEcNoV ),in any case both KlnoszoQ and dEYEOmfNLEcNoV
universal_global,G( LYmeD | NCTDyLYFqp ),"eternally, LYmeD or NCTDyLYFqp"
universal_global,G( Hkog_ujCHJK_I | HkhgGPcdGL ),"eternally, either Hkog_ujCHJK_I or HkhgGPcdGL"
universal_global,G( yyGSenERwODtO & qKifJUcKjOeV ),"forever, yyGSenERwODtO and qKifJUcKjOeV"
universal_global,G( rzBouDPoyXrkWBD ),in any case rzBouDPoyXrkWBD
universal_global,G( tRTUPPRsdnRfCR ),it is always the case that tRTUPPRsdnRfCR
universal_global,G( PfQOXpSLWpvEr & OnfIIZWepeNN & jvklsfXiCnbOMJK ),"eternally, PfQOXpSLWpvEr, OnfIIZWepeNN and jvklsfXiCnbOMJK"
universal_global,G( wwuZL & WbJTqzE & OFVHmEUxZDPb ),"at any time wwuZL, WbJTqzE and OFVHmEUxZDPb"
universal_global,G( qiJHrfrWNV ),in any case qiJHrfrWNV
universal_global,G( ZfnUFDLiEuegO | WGreqI ),it is always the case that ZfnUFDLiEuegO or WGreqI
universal_global,G( LSo_n | XAfNTlHzCdPGF | DwrwIzFHTXCs ),"always, LSo_n or XAfNTlHzCdPGF or DwrwIzFHTXCs"
universal_global,G( LKcKFTQ ),it is always the case that LKcKFTQ
universal_global,G( oQiLedgumNS_UQ | pdtZjzh_B ),it is always the case that oQiLedgumNS_UQ or pdtZjzh_B
universal_global,G( mjAqAYwsHfyLU & IrQwXnzOkXCp ),in any case both mjAqAYwsHfyLU and IrQwXnzOkXCp
universal_global,G( ciSwqlsjsE & Lm_OEJ ),"forever, ciSwqlsjsE and Lm_OEJ"
universal_global,G( GWLJeHeeVem ),it is always the case that GWLJeHeeVem
universal_global,G( mjp_eHJML | djzMQ | imhTDVb_LIfXU ),"forever, either mjp_eHJML, djzMQ or imhTDVb_LIfXU"
universal_global,G( iIABeJd_IDo & amwhnSCshBW ),"always, iIABeJd_IDo and amwhnSCshBW"
universal_global,G( HVKeCZ_lwFbUZU ),in any case HVKeCZ_lwFbUZU
universal_global,G( HUxEmqG | PoaG_ROxMRgg ),every time HUxEmqG or PoaG_ROxMRgg
universal_global,G( atpXf | BRCmM | yHDhHCbcys ),"all the time either atpXf, BRCmM or yHDhHCbcys"
universal_global,G( nbEmGHUH ),"forever, nbEmGHUH"
universal_global,G( pJvSgIYAPDoJZr | LnzVsuJwOodIz ),it is always true that either pJvSgIYAPDoJZr or LnzVsuJwOodIz
universal_global,G( ggCzkipaJwB | l_joVQTFXiYIGfg ),"always, ggCzkipaJwB or l_joVQTFXiYIGfg"
universal_global,G( qkLznAlgyc | kocKqZQlPfqq | eGNwhbBvOHsN_ ),it is always true that qkLznAlgyc or kocKqZQlPfqq or eGNwhbBvOHsN_
universal_global,G( dSUteJbUa ),"always, dSUteJbUa"
universal_global,G( vFtC_iwFQOntWY & EKZlzlr_ & kuWkCSMtpIf ),"all the time vFtC_iwFQOntWY, EKZlzlr_ and kuWkCSMtpIf"
universal_global,G( JfoDHwlnFw ),every time JfoDHwlnFw
universal_global,G( QjnwCFNz | jzckzu ),"always, QjnwCFNz or jzckzu"
universal_global,G( hJjuU | SRxLGxr | YkyZVzlXDQ ),every time hJjuU or SRxLGxr or YkyZVzlXDQ
universal_global,G( igOiDicpPaR ),it is always the case that igOiDicpPaR
universal_global,G( DzZfFkxUMRnZA | iLcMT ),"forever, DzZfFkxUMRnZA or iLcMT"
universal_global,G( CSPV_TQiErOCADL | WaZHdkYXnVzWHB | J_KVWI ),in any case CSPV_TQiErOCADL or WaZHdkYXnVzWHB or J_KVWI
universal_global,G( WfOFa_bvy | wAWdQLp ),it is always the case that either WfOFa_bvy or wAWdQLp
universal_global,G( yTufwZrZFf ),"forever, yTufwZrZFf"
universal_global,G( iBoBKNiML ),at any time iBoBKNiML
universal_global,G( CmgoHTnuW ),"always, CmgoHTnuW"
universal_global,G( OvyLiOE | jmKkFkeTxF_ ),it is always true that either OvyLiOE or jmKkFkeTxF_
universal_global,G( LodXdqZ_ | SpDeRNJBhrxJ ),it is always the case that either LodXdqZ_ or SpDeRNJBhrxJ
universal_global,G( sbRJtwCP_uqUt & yYyztzpVMo ),"always, sbRJtwCP_uqUt and yYyztzpVMo"
universal_global,G( jr_OEww & lYFNwUZ ),at any time jr_OEww and lYFNwUZ
universal_global,G( kGNDEONOQfYQHV ),every time kGNDEONOQfYQHV
universal_global,G( trIePQxoTUuLFlT & qjGtH ),"forever, both trIePQxoTUuLFlT and qjGtH"
universal_global,G( rpIOzsxKecYuLVG & HLcgO_ ),in any case rpIOzsxKecYuLVG and HLcgO_
universal_global,G( aoAljYPgQXcl & KSSVLO & lXrOGuW ),"eternally, aoAljYPgQXcl, KSSVLO and lXrOGuW"
universal_global,G( kQAkTxp & sSxQA & NGISe ),"in any case kQAkTxp, sSxQA and NGISe"
universal_global,G( byIudKEG | VYntEcPGzmBgx ),all the time byIudKEG or VYntEcPGzmBgx
universal_global,G( jkevx & jcNdWhGUniGIJXR ),"forever, jkevx and jcNdWhGUniGIJXR"
universal_global,G( ugMTbHOCeOnYgTm & UiFTPgH & bOM_oJGndSed ),all the time ugMTbHOCeOnYgTm and together UiFTPgH and bOM_oJGndSed
universal_global,G( AcSPoism | mHmE_rDDKLMoqa ),in any case AcSPoism or mHmE_rDDKLMoqa
universal_global,G( zLvbPwKjeKx ),"eternally, zLvbPwKjeKx"
universal_global,G( CfOXvHxjN_ ),"eternally, CfOXvHxjN_"
universal_global,G( yigVUUu & qGguLpmlCZGKwn & BWlRkHhjHyV ),"eternally, yigVUUu, qGguLpmlCZGKwn and BWlRkHhjHyV"
universal_global,G( xGXuWhOQp & EOtyOcCHGOTVun ),it is always true that xGXuWhOQp and EOtyOcCHGOTVun
universal_global,G( PKhNV ),in any case PKhNV
universal_global,G( _eNJSZXcA ),every time _eNJSZXcA
universal_global,G( oIjQcyUfGtkzPmB | epjDX ),at any time either oIjQcyUfGtkzPmB or epjDX
universal_global,G( KenmHkJNlKdisKf ),"forever, KenmHkJNlKdisKf"
universal_global,G( tJqFol ),"always, tJqFol"
universal_global,G( CTnrustxsai | qQqShHsLJ ),"always, either CTnrustxsai or qQqShHsLJ"
universal_global,G( VGWZoiDls | IIYawOxfMk ),"always, VGWZoiDls or IIYawOxfMk"
universal_global,G( oRATPdCrkES ),every time oRATPdCrkES
universal_global,G( UIZXu & _NshIg & RkVyeFLpjy ),"it is always true that UIZXu and, at the same time, _NshIg and RkVyeFLpjy"
universal_global,G( UnQIBBGPQCLmh | qjgjtoh | IbnraHtXzThU ),"forever, UnQIBBGPQCLmh or qjgjtoh or IbnraHtXzThU"
universal_global,G( GSgHDzOJUEKWu ),in any case GSgHDzOJUEKWu
universal_global,G( FoqgNBK | AhoNa | TYznVOrGZTULI ),it is always the case that FoqgNBK or AhoNa or TYznVOrGZTULI
universal_global,G( RdOrHjjsHWM | vmnCXyTswetSVS ),at any time either RdOrHjjsHWM or vmnCXyTswetSVS
universal_global,G( kmnwtiedFWaHX | gZPUBeORxlcrn ),"forever, kmnwtiedFWaHX or gZPUBeORxlcrn"
universal_global,G( JHiPdsXJjBUYLnT | _HMBziA ),"always, JHiPdsXJjBUYLnT or _HMBziA"
universal_global,G( eaZiCN | HihPBQd | fguIUTAwc ),"eternally, either eaZiCN, HihPBQd or fguIUTAwc"
universal_global,G( pQLbzKnDNj | dqTtB_IiQYwZmUI | ItPVF ),"forever, pQLbzKnDNj or dqTtB_IiQYwZmUI or ItPVF"
universal_global,G( AavindmNj ),all the time AavindmNj
universal_global,G( mwghlsCnsEks | bkxPQclNbRxsZ | TGgVOYIh ),"always, either mwghlsCnsEks, bkxPQclNbRxsZ or TGgVOYIh"
universal_global,G( tvirXLAXJu & ckPbTlgHICq ),it is always the case that tvirXLAXJu and ckPbTlgHICq
universal_global,G( ABXYbQdOV ),every time ABXYbQdOV
universal_global,G( _ERRdC_uu ),it is always the case that _ERRdC_uu
universal_global,G( AehomUdMLpmfh & gEtniuFrosIsZ & oEShtE ),"always, AehomUdMLpmfh and, at the same time, gEtniuFrosIsZ and oEShtE"
universal_global,G( XPVRsf & kONciHIGXLh & xHJ_Fibpi ),all the time XPVRsf and together kONciHIGXLh and xHJ_Fibpi
universal_global,G( OUxbafPlPzSa ),"eternally, OUxbafPlPzSa"
universal_global,G( iIiAgeFKIhsaj | anoGQcbUqoUUP | taJ_HThi ),at any time iIiAgeFKIhsaj or anoGQcbUqoUUP or taJ_HThi
universal_global,G( cWSFgicLy & twtHb & DSkfnZz ),"eternally, cWSFgicLy and, at the same time, twtHb and DSkfnZz"
universal_global,G( MByYQnYNqcSMLWE & rIvAtX & kwrspbmNBUYnQu ),it is always true that MByYQnYNqcSMLWE and together rIvAtX and kwrspbmNBUYnQu
universal_global,G( fRkoS ),"always, fRkoS"
universal_global,G( nwABVICiaGCq ),"eternally, nwABVICiaGCq"
universal_global,G( zoQBUGfrAwfp | dihqaJKhcrkSf | CGuZaLcPC ),"forever, either zoQBUGfrAwfp, dihqaJKhcrkSf or CGuZaLcPC"
universal_global,G( BbGOLTelhOmzI & SQqZvgpgGWFGgv & DHbSXevHvZXRj ),"it is always the case that BbGOLTelhOmzI and, at the same time, SQqZvgpgGWFGgv and DHbSXevHvZXRj"
universal_global,G( ZBnpg_ZlSs ),all the time ZBnpg_ZlSs
universal_global,G( voaqwgtJ & caPlpw ),"forever, both voaqwgtJ and caPlpw"
universal_global,G( UOctJgsYm & dfZggRAWVMtG ),in any case UOctJgsYm and dfZggRAWVMtG
universal_global,G( ZmovA_Wqyez | QpMFvJNfcYj ),at any time either ZmovA_Wqyez or QpMFvJNfcYj
universal_global,G( qWbIzowGCgp & zXhbaZ ),in any case qWbIzowGCgp and zXhbaZ
universal_global,G( gKqeIQb ),in any case gKqeIQb
universal_global,G( hxpsiLLItG | QENqgFaeeQbD | WZIsjslXwGtJGvT ),"eternally, either hxpsiLLItG, QENqgFaeeQbD or WZIsjslXwGtJGvT"
universal_global,G( KXoSSxIQctuBN | XhFfISTO | CoKpqPbIvdYFVP ),at any time KXoSSxIQctuBN or XhFfISTO or CoKpqPbIvdYFVP
universal_global,G( ADCDplXrziUVfPd ),in any case ADCDplXrziUVfPd
universal_global,G( FIFWsdq ),in any case FIFWsdq
universal_global,G( XWXUQ_YFIyHap ),"always, XWXUQ_YFIyHap"
universal_global,G( rjvEjRfys ),in any case rjvEjRfys
universal_global,G( zKykpnFmDxUGLr | PsYFGtpHmNxj | huHpNCEbn ),"it is always the case that either zKykpnFmDxUGLr, PsYFGtpHmNxj or huHpNCEbn"
universal_global,G( aealeaHX | Ae_aji | yTXbHClJRkMz ),"every time either aealeaHX, Ae_aji or yTXbHClJRkMz"
universal_global,G( KaSNFnbpvRi | eWPabFBt ),it is always true that either KaSNFnbpvRi or eWPabFBt
universal_global,G( WEgZLuBomaNb & MlwkGsGGQF & zzPxbDguKf ),"in any case WEgZLuBomaNb, MlwkGsGGQF and zzPxbDguKf"
universal_global,G( Y_aBKlTFliCeORf | wimtWDyqqRETRq | QOAWiGKPxQeO ),it is always the case that Y_aBKlTFliCeORf or wimtWDyqqRETRq or QOAWiGKPxQeO
universal_global,G( xcahWdCBiv | flPgPRHrZbQjA | yxroKRQ ),"eternally, xcahWdCBiv or flPgPRHrZbQjA or yxroKRQ"
universal_global,G( vbuqtPeFSM ),"forever, vbuqtPeFSM"
universal_global,G( vRTRTOu | ynzZMKh | iijSsERhxGn ),"eternally, vRTRTOu or ynzZMKh or iijSsERhxGn"
universal_global,G( CVHXp ),"eternally, CVHXp"
universal_global,G( ogKqZ ),at any time ogKqZ
universal_global,G( IEGXJpjxueXtFQp | eHZtex ),it is always the case that IEGXJpjxueXtFQp or eHZtex
universal_global,G( MmAWtTzwwRfhA | Jlsz_CPBv ),"eternally, either MmAWtTzwwRfhA or Jlsz_CPBv"
universal_global,G( zWNQBLIB_UE & TTFtaFZ & IyrLKPCHk_dJ ),"at any time zWNQBLIB_UE, TTFtaFZ and IyrLKPCHk_dJ"
universal_global,G( zaxJyAydTIxNH & kEWWbDveosu & cohoOfBOlW ),"forever, zaxJyAydTIxNH and together kEWWbDveosu and cohoOfBOlW"
universal_global,G( zkElMaRaO ),"forever, zkElMaRaO"
universal_global,G( EtLfXcxinJg | pxgzdkv ),"always, either EtLfXcxinJg or pxgzdkv"
universal_global,G( vwBNqcSPDVE & XOVEsOiExEOdhz ),"eternally, both vwBNqcSPDVE and XOVEsOiExEOdhz"
universal_global,G( XsSlvF & DpFRnbYNAs ),"eternally, both XsSlvF and DpFRnbYNAs"
universal_global,G( FzDsUny ),at any time FzDsUny
universal_global,G( HkYPoq | Mv_nqmgq | pcIda ),"always, HkYPoq or Mv_nqmgq or pcIda"
universal_global,G( SDiOXoe & hRdKZkN_k & YNaOq ),"at any time SDiOXoe, hRdKZkN_k and YNaOq"
universal_global,G( PuIkWXwh & AlYSqMAZMPEUre & agngOOxK ),"it is always the case that PuIkWXwh and, at the same time, AlYSqMAZMPEUre and agngOOxK"
universal_global,G( nuNJSpptVb & KDKaDeWqCExcylr ),in any case both nuNJSpptVb and KDKaDeWqCExcylr
universal_global,G( wNmrDKYdbsgdEAg | yv_aFaPd ),"eternally, either wNmrDKYdbsgdEAg or yv_aFaPd"
universal_global,G( gqaYC & WwV_LGPhK & kXcWxaA_Jpik ),in any case gqaYC and together WwV_LGPhK and kXcWxaA_Jpik
universal_global,G( ymegiaeNwBaw ),in any case ymegiaeNwBaw
universal_global,G( _zvqdvV ),at any time _zvqdvV
universal_global,G( CVsfrfmuH | PUOuKH | sbDeiYyznJSqWWr ),"it is always the case that either CVsfrfmuH, PUOuKH or sbDeiYyznJSqWWr"
universal_global,G( aNaCyfTikP & pTCXgLJdDtd & RjBxGjlf ),"eternally, aNaCyfTikP and, at the same time, pTCXgLJdDtd and RjBxGjlf"
universal_global,G( mNYTIsA | Nkt_OjVmlwqNsa | MAvby ),"forever, either mNYTIsA, Nkt_OjVmlwqNsa or MAvby"
universal_global,G( OHWPOInRvOzUWr ),"forever, OHWPOInRvOzUWr"
universal_global,G( mKWLDnQiK ),it is always true that mKWLDnQiK
universal_global,G( sPfJxOWG ),it is always true that sPfJxOWG
universal_global,G( NDPyITey & tjunOPpF & swKOx_lDFHnI ),"at any time NDPyITey and, at the same time, tjunOPpF and swKOx_lDFHnI"
universal_global,G( eYZ_i_qTtgh ),it is always true that eYZ_i_qTtgh
universal_global,G( DyojSkkLWIeoyI ),every time DyojSkkLWIeoyI
universal_global,G( MMouvcrKcYiVlU | EIyYjAvEeYHk | uPABuswQnP ),all the time MMouvcrKcYiVlU or EIyYjAvEeYHk or uPABuswQnP
universal_global,G( MKrJYpbhNTDvk ),"eternally, MKrJYpbhNTDvk"
universal_global,G( AjGuPOarCxYJOv | NlNhwiAx ),"eternally, AjGuPOarCxYJOv or NlNhwiAx"
universal_global,G( O_hcgMYqCLTxVRO & TrFFW ),"always, O_hcgMYqCLTxVRO and TrFFW"
universal_global,G( XGnoldwHJwNrK & GktHcICFN & lyabvaYLmtWtu ),"eternally, XGnoldwHJwNrK and together GktHcICFN and lyabvaYLmtWtu"
universal_global,G( nbzwswdaB & QxRfB & FWaaQuZMkrI ),all the time nbzwswdaB and together QxRfB and FWaaQuZMkrI
universal_global,G( ycRKQznAmIBrxCL & ITj_JtM ),"always, both ycRKQznAmIBrxCL and ITj_JtM"
universal_global,G( z_PfUtIApuRK & cvqeNFZZPtNy & nQvqgTQciNkRky ),"every time z_PfUtIApuRK and, at the same time, cvqeNFZZPtNy and nQvqgTQciNkRky"
universal_global,G( XCq_p ),all the time XCq_p
universal_global,G( DCqreTQx ),"always, DCqreTQx"
universal_global,G( BDXUoM | llpisaDKsc ),every time BDXUoM or llpisaDKsc
universal_global,G( tDCKp_bdJiCdht ),in any case tDCKp_bdJiCdht
universal_global,G( hmZCyOrJAngg | fxiPhnYwTVdtUJ ),"eternally, either hmZCyOrJAngg or fxiPhnYwTVdtUJ"
universal_global,G( QfDCAKDtdF & rbCVrNIUr & _UT_lIimYTwPXnF ),"in any case QfDCAKDtdF, rbCVrNIUr and _UT_lIimYTwPXnF"
universal_global,G( aXp_tOFGAKwsyv | dRt_Bcju_Ztwe ),all the time aXp_tOFGAKwsyv or dRt_Bcju_Ztwe
universal_global,G( USt_sZzNrjcz ),"forever, USt_sZzNrjcz"
universal_global,G( jpUTOQVFBDOy | vRWSJriUVqqo ),"always, jpUTOQVFBDOy or vRWSJriUVqqo"
universal_global,G( BcoN_mD | UiZCfWkTqR ),in any case either BcoN_mD or UiZCfWkTqR
universal_global,G( lKGqEIV & IPCFMPvP_XAqU & lzUVhtVLf ),it is always the case that lKGqEIV and together IPCFMPvP_XAqU and lzUVhtVLf
universal_global,G( SzhGvABfFHcD ),it is always true that SzhGvABfFHcD
universal_global,G( _ZJgKorK ),it is always true that _ZJgKorK
universal_global,G( HyKZkMgtCK ),all the time HyKZkMgtCK
universal_global,G( gx_z_ ),all the time gx_z_
universal_global,G( HeLuUuEUpRvB & CjxlP_VdhIjY ),"always, both HeLuUuEUpRvB and CjxlP_VdhIjY"
universal_global,G( yFzCULcGNJ & fEnXw ),at any time both yFzCULcGNJ and fEnXw
universal_global,G( OOAWFEw | bnhbvXpKVncRQ | pUXGbFZKKXR ),all the time OOAWFEw or bnhbvXpKVncRQ or pUXGbFZKKXR
universal_global,G( DqeMYuGVjhFMDHw | SXkKZ_b | YZgXV ),"at any time either DqeMYuGVjhFMDHw, SXkKZ_b or YZgXV"
universal_global,G( xaaRNU | rdvBlCc_Bof | IccYfufmqYh ),"at any time either xaaRNU, rdvBlCc_Bof or IccYfufmqYh"
universal_global,G( QdnwzDBZ & UzFEKbp_P & ClGlUK ),"forever, QdnwzDBZ and, at the same time, UzFEKbp_P and ClGlUK"
universal_global,G( otPVBB & dhWSsKb & qaNhHHqgzxqKzo_ ),"in any case otPVBB, dhWSsKb and qaNhHHqgzxqKzo_"
universal_global,G( Uihqi & lvHeHOCy & aOOucmTFeJVJxs ),"forever, Uihqi, lvHeHOCy and aOOucmTFeJVJxs"
universal_global,G( VBqOdWLJ ),"eternally, VBqOdWLJ"
universal_global,G( pFerbaiiTo & lKBAJ & Dpg_dQaNnvOqMz ),it is always the case that pFerbaiiTo and together lKBAJ and Dpg_dQaNnvOqMz
universal_global,G( qorNYSaYdnhFK | oKhnHL | vXEdIUtHVCiJKg ),"forever, qorNYSaYdnhFK or oKhnHL or vXEdIUtHVCiJKg"
universal_global,G( uWbueXUeNYlZPqP | hbpZqwXWR ),it is always the case that either uWbueXUeNYlZPqP or hbpZqwXWR
universal_global,G( BBvTbMrZQ ),"forever, BBvTbMrZQ"
universal_global,G( oiQrldI & DOKRDxq & lKTyjayxFh ),"eternally, oiQrldI and together DOKRDxq and lKTyjayxFh"
universal_global,G( vcqJNQHENp_Zmsw & dQXO_AhOxsciJYx ),"forever, vcqJNQHENp_Zmsw and dQXO_AhOxsciJYx"
universal_global,G( pErgjd & PEaxU_hyRqWMBK & rpiOhigRcMT ),"every time pErgjd, PEaxU_hyRqWMBK and rpiOhigRcMT"
universal_global,G( suLosKEs & GwHDeUkMvReBM & btDpjrQp_CvhN ),"at any time suLosKEs and, at the same time, GwHDeUkMvReBM and btDpjrQp_CvhN"
